array_size,index,method,time,
500,15,merge_array,0.011828,
500,15,change_order,0.011529,
500,15,change_order_merge_array,0.011438,
500,15,unnested_loop,0.009387,
500,15,change_order_unnested_loop_merge_array,0.009562,
500,16,original,0.011036,
500,16,merge_array,0.01117,
500,16,change_order,0.010788,
500,16,change_order_merge_array,0.011345,
500,16,unnested_loop,0.009339,
500,16,change_order_unnested_loop_merge_array,0.009669,
500,17,original,0.011041,
500,17,merge_array,0.011473,
500,17,change_order,0.010925,
500,17,change_order_merge_array,0.011353,
500,17,unnested_loop,0.009484,
500,17,change_order_unnested_loop_merge_array,0.009639,
500,18,original,0.010808,
500,18,merge_array,0.011237,
500,18,change_order,0.010791,
500,18,change_order_merge_array,0.011522,
500,18,unnested_loop,0.00924,
500,18,change_order_unnested_loop_merge_array,0.009688,
500,19,original,0.010943,
500,19,merge_array,0.011531,
500,19,change_order,0.011042,
500,19,change_order_merge_array,0.011377,
500,19,unnested_loop,0.009239,
500,19,change_order_unnested_loop_merge_array,0.00956,
500,20,original,0.010962,
500,20,merge_array,0.011335,
500,20,change_order,0.010824,
500,20,change_order_merge_array,0.011259,
500,20,unnested_loop,0.009198,
500,20,change_order_unnested_loop_merge_array,0.009593,
500,21,original,0.010898,
500,21,merge_array,0.011248,
500,21,change_order,0.011981,
500,21,change_order_merge_array,0.012159,
500,21,unnested_loop,0.009716,
500,21,change_order_unnested_loop_merge_array,0.009489,
500,22,original,0.010875,
500,22,merge_array,0.011294,
500,22,change_order,0.010784,
500,22,change_order_merge_array,0.01121,
500,22,unnested_loop,0.00927,
500,22,change_order_unnested_loop_merge_array,0.009672,
500,23,original,0.011172,
500,23,merge_array,0.011748,
500,23,change_order,0.011212,
500,23,change_order_merge_array,0.011558,
500,23,unnested_loop,0.009522,
500,23,change_order_unnested_loop_merge_array,0.009804,
500,24,original,0.011168,
500,24,merge_array,0.011476,
500,24,change_order,0.010966,
500,24,change_order_merge_array,0.011428,
500,24,unnested_loop,0.009342,
500,24,change_order_unnested_loop_merge_array,0.009708,
500,25,original,0.011182,
500,25,merge_array,0.01145,
500,25,change_order,0.011116,
500,25,change_order_merge_array,0.011493,
500,25,unnested_loop,0.010468,
500,25,change_order_unnested_loop_merge_array,0.009888,
500,26,original,0.011155,
500,26,merge_array,0.011603,
500,26,change_order,0.011106,
500,26,change_order_merge_array,0.011554,
500,26,unnested_loop,0.009511,
500,26,change_order_unnested_loop_merge_array,0.009855,
500,27,original,0.010881,
500,27,merge_array,0.011471,
500,27,change_order,0.010865,
500,27,change_order_merge_array,0.011207,
500,27,unnested_loop,0.009148,
500,27,change_order_unnested_loop_merge_array,0.009566,
500,28,original,0.010861,
500,28,merge_array,0.0116,
500,28,change_order,0.011059,
500,28,change_order_merge_array,0.011304,
500,28,unnested_loop,0.009666,
500,28,change_order_unnested_loop_merge_array,0.009688,
500,29,original,0.010923,
500,29,merge_array,0.011321,
500,29,change_order,0.011239,
500,29,change_order_merge_array,0.011359,
500,29,unnested_loop,0.009317,
500,29,change_order_unnested_loop_merge_array,0.00944,
1000,0,original,0.051145,
1000,0,merge_array,0.046126,
1000,0,change_order,0.04376,
1000,0,change_order_merge_array,0.04497,
1000,0,unnested_loop,0.037496,
1000,0,change_order_unnested_loop_merge_array,0.039397,
1000,1,original,0.044629,
1000,1,merge_array,0.045082,
1000,1,change_order,0.043315,
1000,1,change_order_merge_array,0.045013,
1000,1,unnested_loop,0.037304,
1000,1,change_order_unnested_loop_merge_array,0.039151,
1000,2,original,0.045272,
1000,2,merge_array,0.04535,
1000,2,change_order,0.043538,
1000,2,change_order_merge_array,0.045284,
1000,2,unnested_loop,0.039583,
1000,2,change_order_unnested_loop_merge_array,0.039668,
1000,3,original,0.044569,
1000,3,merge_array,0.045035,
1000,3,change_order,0.043401,
1000,3,change_order_merge_array,0.045431,
1000,3,unnested_loop,0.03778,
1000,3,change_order_unnested_loop_merge_array,0.039817,
1000,4,original,0.044512,
1000,4,merge_array,0.04583,
1000,4,change_order,0.043603,
1000,4,change_order_merge_array,0.04487,
1000,4,unnested_loop,0.047669,
1000,4,change_order_unnested_loop_merge_array,0.053982,
1000,5,original,0.048128,
1000,5,merge_array,0.047104,
1000,5,change_order,0.044337,
1000,5,change_order_merge_array,0.044534,
1000,5,unnested_loop,0.037889,
1000,5,change_order_unnested_loop_merge_array,0.040277,
1000,6,original,0.044708,
1000,6,merge_array,0.045204,
1000,6,change_order,0.043496,
1000,6,change_order_merge_array,0.04664,
1000,6,unnested_loop,0.038873,
1000,6,change_order_unnested_loop_merge_array,0.039752,
1000,7,original,0.044352,
1000,7,merge_array,0.045154,
1000,7,change_order,0.043525,
1000,7,change_order_merge_array,0.045736,
1000,7,unnested_loop,0.037541,
1000,7,change_order_unnested_loop_merge_array,0.039945,
1000,8,original,0.047024,
1000,8,merge_array,0.046438,
1000,8,change_order,0.044249,
1000,8,change_order_merge_array,0.044944,
1000,8,unnested_loop,0.038337,
1000,8,change_order_unnested_loop_merge_array,0.041553,
1000,9,original,0.045625,
1000,9,merge_array,0.045216,
1000,9,change_order,0.043271,
1000,9,change_order_merge_array,0.044923,
1000,9,unnested_loop,0.037738,
1000,9,change_order_unnested_loop_merge_array,0.041141,
1000,10,original,0.045943,
1000,10,merge_array,0.046051,
1000,10,change_order,0.043946,
1000,10,change_order_merge_array,0.045685,
1000,10,unnested_loop,0.037758,
1000,10,change_order_unnested_loop_merge_array,0.039826,
1000,11,original,0.044396,
1000,11,merge_array,0.045955,
1000,11,change_order,0.043323,
1000,11,change_order_merge_array,0.045104,
1000,11,unnested_loop,0.037721,
1000,11,change_order_unnested_loop_merge_array,0.039591,
1000,12,original,0.044205,
1000,12,merge_array,0.045907,
1000,12,change_order,0.043482,
1000,12,change_order_merge_array,0.045815,
1000,12,unnested_loop,0.038181,
1000,12,change_order_unnested_loop_merge_array,0.040317,
1000,13,original,0.045713,
1000,13,merge_array,0.045947,
1000,13,change_order,0.044085,
1000,13,change_order_merge_array,0.045954,
1000,13,unnested_loop,0.037963,
1000,13,change_order_unnested_loop_merge_array,0.040097,
1000,14,original,0.045088,
1000,14,merge_array,0.045494,
1000,14,change_order,0.043492,
1000,14,change_order_merge_array,0.045232,
1000,14,unnested_loop,0.03803,
1000,14,change_order_unnested_loop_merge_array,0.03983,
1000,15,original,0.046773,
1000,15,merge_array,0.046449,
1000,15,change_order,0.044096,
1000,15,change_order_merge_array,0.044927,
1000,15,unnested_loop,0.038997,
1000,15,change_order_unnested_loop_merge_array,0.040962,
1000,16,original,0.045311,
1000,16,merge_array,0.045414,
1000,16,change_order,0.044294,
1000,16,change_order_merge_array,0.045232,
1000,16,unnested_loop,0.038012,
1000,16,change_order_unnested_loop_merge_array,0.040386,
1000,17,original,0.044467,
1000,17,merge_array,0.045025,
1000,17,change_order,0.043564,
1000,17,change_order_merge_array,0.045111,
1000,17,unnested_loop,0.039321,
1000,17,change_order_unnested_loop_merge_array,0.03976,
1000,18,original,0.045303,
1000,18,merge_array,0.046473,
1000,18,change_order,0.043702,
1000,18,change_order_merge_array,0.045929,
1000,18,unnested_loop,0.038891,
1000,18,change_order_unnested_loop_merge_array,0.039687,
1000,19,original,0.045248,
1000,19,merge_array,0.046007,
1000,19,change_order,0.043393,
1000,19,change_order_merge_array,0.045335,
1000,19,unnested_loop,0.037836,
1000,19,change_order_unnested_loop_merge_array,0.040222,
1000,20,original,0.045176,
1000,20,merge_array,0.045873,
1000,20,change_order,0.043942,
1000,20,change_order_merge_array,0.045375,
1000,20,unnested_loop,0.037944,
1000,20,change_order_unnested_loop_merge_array,0.040106,
1000,21,original,0.04439,
1000,21,merge_array,0.045153,
1000,21,change_order,0.043339,
1000,21,change_order_merge_array,0.046081,
1000,21,unnested_loop,0.037952,
1000,21,change_order_unnested_loop_merge_array,0.041582,
1000,22,original,0.04545,
1000,22,merge_array,0.046182,
1000,22,change_order,0.043628,
1000,22,change_order_merge_array,0.044973,
1000,22,unnested_loop,0.038446,
1000,22,change_order_unnested_loop_merge_array,0.040392,
1000,23,original,0.046639,
1000,23,merge_array,0.046328,
1000,23,change_order,0.044073,
1000,23,change_order_merge_array,0.045122,
1000,23,unnested_loop,0.037919,
1000,23,change_order_unnested_loop_merge_array,0.040236,
1000,24,original,0.044545,
1000,24,merge_array,0.046003,
1000,24,change_order,0.043087,
1000,24,change_order_merge_array,0.045159,
1000,24,unnested_loop,0.037543,
1000,24,change_order_unnested_loop_merge_array,0.039876,
1000,25,original,0.045421,
1000,25,merge_array,0.045764,
1000,25,change_order,0.043522,
1000,25,change_order_merge_array,0.045133,
1000,25,unnested_loop,0.037971,
1000,25,change_order_unnested_loop_merge_array,0.040909,
1000,26,original,0.045563,
1000,26,merge_array,0.044978,
1000,26,change_order,0.043197,
1000,26,change_order_merge_array,0.044995,
1000,26,unnested_loop,0.037492,
1000,26,change_order_unnested_loop_merge_array,0.039898,
1000,27,original,0.045501,
1000,27,merge_array,0.045613,
1000,27,change_order,0.044626,
1000,27,change_order_merge_array,0.045146,
1000,27,unnested_loop,0.037834,
1000,27,change_order_unnested_loop_merge_array,0.040119,
1000,28,original,0.04548,
1000,28,merge_array,0.045259,
1000,28,change_order,0.043359,
1000,28,change_order_merge_array,0.045023,
1000,28,unnested_loop,0.037761,
1000,28,change_order_unnested_loop_merge_array,0.040134,
1000,29,original,0.045238,
1000,29,merge_array,0.045552,
1000,29,change_order,0.04438,
1000,29,change_order_merge_array,0.044862,
1000,29,unnested_loop,0.040305,
1000,29,change_order_unnested_loop_merge_array,0.040914,
5000,0,original,1.29628,
5000,0,merge_array,1.14927,
5000,0,change_order,1.09107,
5000,0,change_order_merge_array,1.13422,
5000,0,unnested_loop,0.969514,
5000,0,change_order_unnested_loop_merge_array,1.03443,
5000,1,original,1.15252,
5000,1,merge_array,1.15917,
5000,1,change_order,1.09946,
5000,1,change_order_merge_array,1.1464,
5000,1,unnested_loop,0.975508,
5000,1,change_order_unnested_loop_merge_array,1.03782,
5000,2,original,1.15647,
5000,2,merge_array,1.15932,
5000,2,change_order,1.10414,
5000,2,change_order_merge_array,1.13974,
5000,2,unnested_loop,0.971636,
5000,2,change_order_unnested_loop_merge_array,1.0316,
5000,3,original,1.14164,
5000,3,merge_array,1.14943,
5000,3,change_order,1.09564,
5000,3,change_order_merge_array,1.14521,
5000,3,unnested_loop,0.974316,
5000,3,change_order_unnested_loop_merge_array,1.03049,
5000,4,original,1.14034,
5000,4,merge_array,1.15302,
5000,4,change_order,1.10114,
5000,4,change_order_merge_array,1.1461,
5000,4,unnested_loop,0.967663,
5000,4,change_order_unnested_loop_merge_array,1.03333,
5000,5,original,1.14445,
5000,5,merge_array,1.14925,
5000,5,change_order,1.10156,
5000,5,change_order_merge_array,1.14776,
5000,5,unnested_loop,0.979254,
5000,5,change_order_unnested_loop_merge_array,1.04185,
5000,6,original,1.15206,
5000,6,merge_array,1.17901,
5000,6,change_order,1.1305,
5000,6,change_order_merge_array,1.16908,
5000,6,unnested_loop,1.0042,
5000,6,change_order_unnested_loop_merge_array,1.17622,
5000,7,original,1.88583,
5000,7,merge_array,1.27715,
5000,7,change_order,1.25322,
5000,7,change_order_merge_array,1.53472,
5000,7,unnested_loop,1.33064,
5000,7,change_order_unnested_loop_merge_array,1.60714,
5000,8,original,1.40139,
5000,8,merge_array,1.41624,
5000,8,change_order,1.40175,
5000,8,change_order_merge_array,1.27989,
5000,8,unnested_loop,1.08287,
5000,8,change_order_unnested_loop_merge_array,1.54038,
5000,9,original,1.38143,
5000,9,merge_array,1.22715,
5000,9,change_order,1.2456,
5000,9,change_order_merge_array,1.19102,
5000,9,unnested_loop,1.03209,
5000,9,change_order_unnested_loop_merge_array,1.08843,
5000,10,original,1.24586,
5000,10,merge_array,1.29544,
5000,10,change_order,1.10599,
5000,10,change_order_merge_array,1.15004,
5000,10,unnested_loop,0.970665,
5000,10,change_order_unnested_loop_merge_array,1.0283,
5000,11,original,1.15232,
5000,11,merge_array,1.15692,
5000,11,change_order,1.10339,
5000,11,change_order_merge_array,1.13499,
5000,11,unnested_loop,0.968742,
5000,11,change_order_unnested_loop_merge_array,1.03308,
5000,12,original,1.14486,
5000,12,merge_array,1.14338,
5000,12,change_order,1.09831,
5000,12,change_order_merge_array,1.13355,
5000,12,unnested_loop,0.967971,
